Record ID,Car Name,Problem Classification,Problem Description,Severity,Diagnosis,How to Fix the Problem,Solution Used,ECU Data,Service History,Repair Status,Results
1268,Ford Ranger 2019,Electrical,Battery drains fast,Low,Wiring issue,Replace battery and test charging system,Replaced issue,None,Battery replaced 1 year ago,Fixed,Resolved
1269,Mercedes GLE 2021,Electrical,Battery drains fast,Low,Loose wiring,Replace battery and test charging system,Replaced wiring,P0301,Battery replaced 1 year ago,Fixed,Resolved
1270,Nissan Armada 2020,Transmission,Gear shift hard,Medium,Transmission solenoid,Refill transmission fluid,Refill transmission fluid,None,Brake service 1 year ago,Fixed,Resolved
1271,Chevrolet Spark 2018,Battery,Clicking sound when starting,High,Charging system fault,Test charging system,Test charging system,None,Spark plugs replaced 2 years ago,Fixed,Resolved
1272,BMW 5 Series 2023,Brakes,Brake noise,Medium,Warped rotors,Refill brake fluid,Refill brake fluid,P0101,Oil changed 6 months ago,Fixed,Resolved
1273,Nissan Versa 2021,Electrical,Car wont start,Low,Wiring issue,Secure and repair connections,Secure and repair connections,None,Transmission service 2 years ago,Fixed,Resolved
1274,Ford Ranger 2018,Electrical,Car wont start,Low,Faulty alternator,Replace battery and test charging system,Replaced alternator,None,Battery replaced 1 year ago,Fixed,Resolved
1275,Mercedes C-Class 2016,Engine,Check engine light on,High,Catalytic converter issue,Replace the catalytic converter with a new OEM part,Pending replace catalytic converter,P0010,Regular maintenance,Not Fixed,Unresolved
1276,Kia Telluride 2017,Electrical,Battery drains fast,Low,Wiring issue,Replace alternator and test battery condition,Replaced issue,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
1277,Kia Forte 2019,Transmission,Gear grinding,High,Clutch pack wear,Refill transmission fluid,Pending refill transmission fluid,None,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
1278,Mercedes EQS 2021,Electrical,Power window failure,Medium,Window regulator motor,Replace battery and test charging system,Replaced motor,Multiple codes,Brake service 1 year ago,Fixed,Resolved
1279,Ford Expedition 2016,Engine,Engine misfire,High,Timing belt failure,Replace timing belt,Replaced failure,None,Coolant flush last year,Fixed,Resolved
1280,Ford Expedition 2015,Brakes,Vibration when braking,High,Worn brake pads,Replace brake pads and rotors,Repair in progress,None,Oil changed 6 months ago,In Progress,Monitoring
1281,Hyundai Venue 2017,Engine,Engine misfire,High,Spark plug wear,Replace spark plugs,Replaced wear,P0011,Battery replaced 1 year ago,Fixed,Resolved
1282,Nissan Sentra 2020,Transmission,Slipping gears,High,Clutch pack wear,Replace transmission fluid,Repair in progress,P0010,Coolant flush last year,In Progress,Monitoring
1283,Toyota Highlander 2019,Transmission,Delayed shifting,Medium,Transmission solenoid,Replace transmission fluid,Replaced solenoid,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
1284,Honda Odyssey 2023,Engine,Engine misfire,High,Fuel pump issue,Replace the catalytic converter with a new OEM part,Replaced issue,P0010,Spark plugs replaced 2 years ago,Fixed,Resolved
1285,BMW X7 2021,Engine,Engine overheating,Medium,Timing belt failure,Replace spark plugs,Replaced failure,P0400,Spark plugs replaced 2 years ago,Fixed,Resolved
1286,Kia Forte 2020,Transmission,Transmission overheating,Medium,Transmission fluid low,Replace solenoid pack,Replaced low,P0011,Regular maintenance,Fixed,Resolved
1287,Kia Niro 2016,Engine,Engine misfire,Medium,Catalytic converter issue,Replace faulty ignition coil and spark plugs,Replaced issue,None,Oil changed 6 months ago,Fixed,Resolved
1288,Chevrolet Equinox 2016,Engine,Check engine light on,Medium,Spark plug wear,Replace fuel pump,Replaced wear,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
1289,Kia Sorento 2016,Engine,Engine misfire,High,Ignition coil failure,Replace the catalytic converter with a new OEM part,Replaced failure,None,None,Fixed,Resolved
1290,Chevrolet Trailblazer 2015,Engine,Smoke from exhaust,Medium,Spark plug wear,Replace fuel pump,Replaced wear,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
1291,Ford Expedition 2019,Battery,Car wont start,Medium,Charging system fault,Replace alternator and test battery condition,Replaced fault,None,Brake service 1 year ago,Fixed,Resolved
1292,Ford Bronco 2018,Engine,Check engine light on,Medium,Ignition coil failure,Replace faulty ignition coil and spark plugs,Replaced failure,None,Spark plugs replaced 2 years ago,Fixed,Resolved
1293,Hyundai Nexo 2021,Battery,Clicking sound when starting,Low,Faulty alternator,Test charging system,Test charging system,Multiple codes,Brake service 1 year ago,Fixed,Resolved
1294,Toyota Tacoma 2019,Electrical,Dashboard flickering,Medium,Wiring issue,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Spark plugs replaced 2 years ago,Fixed,Resolved
1295,BMW 3 Series 2016,Transmission,Transmission overheating,Medium,Transmission fluid thick,Replace clutch packs,Replaced thick,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
1296,Kia Carnival 2020,Brakes,Brake noise,High,Low brake fluid,Replace brake pads and rotors,Replaced fluid,Multiple codes,Brake service 1 year ago,Fixed,Resolved
1297,Ford F-150 2020,Brakes,Soft brake pedal,High,Low brake fluid,Replace brake pads and rotors,Pending replace brake pads and rotors,P0301,Battery replaced 1 year ago,Not Fixed,Unresolved
1298,Ford Escape 2021,Brakes,Brake pedal hard,High,Worn pads,Replace brake pads and rotors,Replaced pads,None,Spark plugs replaced 2 years ago,Fixed,Resolved
1299,Toyota 4Runner 2017,Electrical,Power window failure,Low,Loose wiring,Secure and repair connections,Secure and repair connections,P0301,Oil changed 6 months ago,Fixed,Resolved
1300,Kia Telluride 2015,Brakes,Soft brake pedal,High,Worn pads,Replace brake pads and rotors,Replaced pads,P0400,Brake service 1 year ago,Fixed,Resolved
1301,BMW i4 2022,Brakes,Soft brake pedal,High,Worn pads,Refill brake fluid,Repair in progress,P0010,Regular maintenance,In Progress,Monitoring
1302,Kia Carnival 2019,Electrical,Headlights flicker,Low,Window regulator motor,Replace battery and test charging system,Replaced motor,P0301,None,Fixed,Resolved
1303,Ford Edge 2019,Battery,Battery warning light,Low,Dead battery,Replace alternator and test battery condition,Replaced battery,Multiple codes,Coolant flush last year,Fixed,Resolved
1304,Ford Edge 2022,Engine,Check engine light on,High,Timing belt failure,Replace spark plugs,Replaced failure,P0101,Brake service 1 year ago,Fixed,Resolved
1305,BMW X1 2023,Transmission,Transmission overheating,Medium,Transmission fluid thick,Refill transmission fluid,Pending refill transmission fluid,Multiple codes,Brake service 1 year ago,Not Fixed,Unresolved
1306,Chevrolet Trailblazer 2022,Battery,Battery warning light,Low,Dead battery,Replace starter motor,Replaced battery,P0011,Oil changed 6 months ago,Fixed,Resolved
1307,Kia Sorento 2023,Brakes,Soft brake pedal,Medium,Warped rotors,Replace brake pads and rotors,Replaced rotors,None,Transmission service 2 years ago,Fixed,Resolved
1308,Ford Edge 2015,Brakes,Squealing brakes,High,Worn pads,Replace brake master cylinder and bleed brake system,Replaced pads,P0420,Oil changed 6 months ago,Fixed,Resolved
1309,Kia Carnival 2020,Battery,Battery drains fast,Low,Faulty alternator,Replace battery and test charging system,Replaced alternator,Multiple codes,Brake service 1 year ago,Fixed,Resolved
1310,Mercedes S-Class 2018,Brakes,Soft brake pedal,High,Worn master cylinder,Replace brake pads and rotors,Replaced cylinder,P0100,None,Fixed,Resolved
1311,Nissan Rogue 2020,Brakes,Squealing brakes,High,Low brake fluid,Refill brake fluid,Refill brake fluid,P0420,Coolant flush last year,Fixed,Resolved
1312,Hyundai Accent 2019,Electrical,Power window failure,Medium,Dead battery,Replace alternator and test battery condition,Replaced battery,P0100,None,Fixed,Resolved
1313,Toyota Sienna 2023,Brakes,Brake noise,Medium,Worn pads,Replace brake pads and rotors,Replaced pads,Multiple codes,None,Fixed,Resolved
1314,Nissan Frontier 2021,Electrical,Battery drains fast,Low,Window regulator motor,Check and repair loose or damaged wiring connections,Check and repair wiring,Multiple codes,None,Fixed,Resolved
1315,Toyota RAV4 2022,Engine,Check engine light on,High,Ignition coil failure,Replace faulty ignition coil and spark plugs,Replaced failure,Multiple codes,Brake service 1 year ago,Fixed,Resolved
1316,Kia Rio 2020,Engine,Smoke from exhaust,Medium,Spark plug wear,Replace the catalytic converter with a new OEM part,Replaced wear,None,Spark plugs replaced 2 years ago,Fixed,Resolved
1317,Nissan Sentra 2023,Engine,Engine misfire,High,Timing belt failure,Replace faulty ignition coil and spark plugs,Replaced failure,None,Brake service 1 year ago,Fixed,Resolved
1318,Mercedes C-Class 2015,Electrical,Car wont start,Low,Wiring issue,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Oil changed 6 months ago,Fixed,Resolved
1319,Kia Rio 2021,Brakes,Brake pedal hard,Medium,Warped rotors,Replace brake pads and rotors,Replaced rotors,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
1320,Honda Civic 2018,Battery,Car wont start,Low,Faulty alternator,Replace alternator and test battery condition,Replaced alternator,P0010,Regular maintenance,Fixed,Resolved
1321,Kia Niro 2017,Brakes,Squealing brakes,High,Worn pads,Resurface or replace rotors,Replaced pads,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
1322,Mercedes A-Class 2023,Brakes,Squealing brakes,High,Worn pads,Resurface or replace rotors,Replaced pads,P0101,Transmission service 2 years ago,Fixed,Resolved
1323,Honda HR-V 2022,Engine,Smoke from exhaust,High,Fuel pump issue,Replace fuel pump,Replaced issue,None,Regular maintenance,Fixed,Resolved
1324,Nissan Rogue 2018,Electrical,Power window failure,Medium,Faulty alternator,Secure and repair connections,Pending secure and repair connections,P0200,Battery replaced 1 year ago,Not Fixed,Unresolved
1325,Chevrolet Spark 2019,Electrical,Power window failure,Low,Wiring issue,Replace alternator and test battery condition,Replaced issue,P0100,Brake service 1 year ago,Fixed,Resolved
1326,Nissan Frontier 2022,Brakes,Vibration when braking,High,Worn pads,Refill brake fluid,Refill brake fluid,P0420,Brake service 1 year ago,Fixed,Resolved
1327,Honda Civic 2015,Battery,Car wont start,Low,Dead battery,Replace starter motor,Pending replace starter motor,P0200,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
1328,Ford Explorer 2015,Transmission,Slipping gears,High,Transmission fluid low,Replace solenoid pack,Replaced low,None,Transmission service 2 years ago,Fixed,Resolved
1329,Toyota Tacoma 2015,Engine,Engine overheating,High,Ignition coil failure,Replace spark plugs,Replaced failure,None,None,Fixed,Resolved
1330,Ford F-150 2016,Engine,Engine misfire,Medium,Timing belt failure,Replace fuel pump,Replaced failure,P0200,None,Fixed,Resolved
1331,BMW 5 Series 2017,Electrical,Dashboard flickering,Low,Dead battery,Replace battery and test charging system,Replaced battery,P0302,Battery replaced 1 year ago,Fixed,Resolved
1332,Ford F-150 2015,Engine,Engine overheating,High,Spark plug wear,Replace timing belt,Replaced wear,None,Transmission service 2 years ago,Fixed,Resolved
1333,Chevrolet Traverse 2015,Engine,Engine stalling,High,Timing belt failure,Replace fuel pump,Repair in progress,None,None,In Progress,Monitoring
1334,Kia Sorento 2020,Brakes,Soft brake pedal,High,Warped rotors,Replace brake pads and resurface rotors,Replaced rotors,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
1335,Kia Stinger 2017,Battery,Battery warning light,Low,Starter motor failure,Test charging system,Repair in progress,None,Battery replaced 1 year ago,In Progress,Monitoring
1336,Mercedes GLA 2020,Brakes,Brake pedal hard,High,Warped rotors,Replace brake pads and rotors,Pending replace brake pads and rotors,P0300,Battery replaced 1 year ago,Not Fixed,Unresolved
1337,Mercedes GLC 2015,Transmission,Transmission overheating,Medium,Transmission fluid low,Replace clutch packs,Replaced low,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
1338,Ford Focus 2021,Engine,Smoke from exhaust,High,Catalytic converter issue,Replace fuel pump,Replaced issue,None,None,Fixed,Resolved
1339,Mercedes GLC 2018,Transmission,Delayed shifting,Medium,Transmission wear,Replace transmission fluid,Replaced wear,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
1340,Nissan Pathfinder 2020,Brakes,Brake pedal hard,Medium,Worn pads,Refill brake fluid,Refill brake fluid,None,None,Fixed,Resolved
1341,Honda Passport 2017,Engine,Engine overheating,High,Ignition coil failure,Replace timing belt,Replaced failure,Multiple codes,Regular maintenance,Fixed,Resolved
1342,Toyota Camry 2015,Transmission,Gear grinding,High,Transmission fluid low,Refill transmission fluid,Refill transmission fluid,None,Regular maintenance,Fixed,Resolved
1343,BMW 5 Series 2021,Transmission,Delayed shifting,High,Transmission wear,Replace clutch packs,Replaced wear,P0301,Brake service 1 year ago,Fixed,Resolved
1344,Nissan Leaf 2022,Battery,Car wont start,Low,Charging system fault,Replace battery and test charging system,Replaced fault,None,Transmission service 2 years ago,Fixed,Resolved
1345,BMW X7 2023,Engine,Smoke from exhaust,High,Fuel pump issue,Replace fuel pump,Pending replace fuel pump,P0430,None,Not Fixed,Unresolved
1346,Toyota Prius 2016,Brakes,Brake noise,High,Warped rotors,Replace brake master cylinder and bleed brake system,Replaced rotors,Multiple codes,Regular maintenance,Fixed,Resolved
1347,Nissan Frontier 2018,Battery,Battery warning light,Low,Dead battery,Replace starter motor,Replaced battery,P0500,Brake service 1 year ago,Fixed,Resolved
1348,Nissan Rogue 2015,Electrical,Power window failure,Low,Wiring issue,Replace regulator motor,Replaced issue,None,Battery replaced 1 year ago,Fixed,Resolved
1349,Nissan Versa 2015,Transmission,Transmission overheating,High,Transmission wear,Replace clutch packs,Replaced wear,P0302,Oil changed 6 months ago,Fixed,Resolved
1350,Hyundai Nexo 2020,Brakes,Brake pedal hard,High,Worn pads,Replace brake master cylinder and bleed brake system,Replaced pads,None,None,Fixed,Resolved
1351,Ford Ranger 2015,Transmission,Slipping gears,Medium,Transmission fluid low,Replace transmission fluid,Pending replace transmission fluid,P0420,Brake service 1 year ago,Not Fixed,Unresolved
1352,BMW 5 Series 2016,Electrical,Headlights flicker,Low,Loose wiring,Replace regulator motor,Replaced wiring,P0302,Coolant flush last year,Fixed,Resolved
1353,Nissan Altima 2023,Transmission,Transmission overheating,High,Transmission wear,Replace solenoid pack,Replaced wear,P0200,Spark plugs replaced 2 years ago,Fixed,Resolved
1354,Honda Accord 2019,Transmission,Delayed shifting,High,Transmission solenoid,Replace clutch packs,Pending replace clutch packs,None,None,Not Fixed,Unresolved
1355,Honda Insight 2017,Electrical,Car wont start,Low,Window regulator motor,Replace alternator and test battery condition,Replaced motor,None,Oil changed 6 months ago,Fixed,Resolved
1356,Nissan Rogue 2023,Engine,Engine misfire,High,Ignition coil failure,Replace faulty ignition coil and spark plugs,Replaced failure,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
